path	text	start	end	type	graphemes
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_008124.wav	quầy hàng bán đồ trẻ em ở đâu	0.0	2.208		qu ầy | h à ng | b á n | đ ồ | tr ẻ | e m | ở | đ âu
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK31/VIVOSSPK31_106.wav	nó chuyên chở hồn dân tộc qua nhiều thăng trầm lịch sử chia sẻ mọi đắng cay trong cuộc sống với niềm tin vươn lên	0.0	7.75		n ó | ch uyê n | ch ở | h ồ n | d â n | t ộ c | qu a | nh iều | th ă ng | tr ầ m | l ị ch | s ử | ch ia | s ẻ | m ọi | đ ắ ng | c ay | tr o ng | c uộ c | s ố ng | v ới | n iề m | t i n | v ươ n | l ê n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_002692.wav	anh làm tôi phát ốm	0.0	1.68		a nh | l à m | t ôi | ph á t | ố m
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa3_Jan21_Apr24_cleaned_utt_0000068262-1.wav	và các số tiền đó thời kỳ tiểu bang họ phải trả từ quỹ của họ nhưng mà đối với luật di trú thì cái này nó không có như vậy có nghĩa là nếu quý vị bị bắt nếu quý nhà của quý vị có tiền quý vị có thể thuê luật sư	0.0	11.7		v à | c á c | s ố | t iề n | đ ó | th ời | k ỳ | t iểu | b a ng | h ọ | ph ải | tr ả | t ừ | qu ỹ | c ủa | h ọ | nh ư ng | m à | đ ối | v ới | l uậ t | d i | tr ú | th ì | c ái | n ày | n ó | kh ô ng | c ó | nh ư | v ậy | c ó | ngh ĩa | l à | n ếu | qu ý | v ị | b ị | b ắ t | n ếu | qu ý | nh à | c ủa | qu ý | v ị | c ó | t iề n | qu ý | v ị | c ó | th ể | th uê | l uậ t | s ư
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa3_Jan21_Apr24_cleaned_utt_0000113737-1.wav	những kỳ vọng có thể trở thành một cơ hội thay đổi cuộc sống và bạn thậm chí không biết điều đó thật sự rất thú vị khi biết rằng	0.0	6.63		nh ữ ng | k ỳ | v ọ ng | c ó | th ể | tr ở | th à nh | m ộ t | c ơ | h ội | th ay | đ ổi | c uộ c | s ố ng | v à | b ạ n | th ậ m | ch í | kh ô ng | b iế t | đ iều | đ ó | th ậ t | s ự | r ấ t | th ú | v ị | kh i | b iế t | r ằ ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/spkyut-20190730-utt000001997.wav	tới đời gọi là hùng vương	0.0	2.579		t ới | đ ời | g ọi | l à | h ù ng | v ươ ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa3_Jan21_Apr24_cleaned_utt_0000038305-1.wav	và bảy cán bộ cao cấp khác	0.0	2.24		v à | b ảy | c á n | b ộ | c ao | c ấ p | kh á c
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/common_voice/cv-corpus-8.0-2022-01-19/vi/clips/common_voice_vi_24172627.wav	bà ấy nhìn em rất lâu rồi đáp lại	0.0	4.608		b à | ấy | nh ì n | e m | r ấ t | l âu | r ồi | đ á p | l ại
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000082027-1.wav	bây giờ thế tiên đang có hai trăm hai mươi điểm và đã rút ngắn được khá nhiều khoảng cách của mình sau phần thi của bạn tiến bảo với bạn à duy anh	0.0	7.68		b ây | gi ờ | th ế | t iê n | đ a ng | c ó | h ai | tr ă m | h ai | m ươi | đ iể m | v à | đ ã | r ú t | ng ắ n | đ ượ c | kh á | nh iều | kh ỏa ng | c á ch | c ủa | m ì nh | s au | ph ầ n | th i | c ủa | b ạ n | t iế n | b ảo | v ới | b ạ n | à | d uy | a nh
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/common_voice/cv-corpus-8.0-2022-01-19/vi/clips/common_voice_vi_24467872.wav	điện thoại đổ chuông nhưng mà không có ai bắt máy	0.0	5.868		đ iệ n | th oại | đ ổ | ch uô ng | nh ư ng | m à | kh ô ng | c ó | ai | b ắ t | m áy
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_006010.wav	chắc hơn ai hết các bạn trẻ hiểu ngay rằng đó là cái cù rất nhẹ cái cù mơn man như chiếc lông gà phớt qua	0.0	9.024		ch ắ c | h ơ n | ai | h ế t | c á c | b ạ n | tr ẻ | h iểu | ng ay | r ằ ng | đ ó | l à | c ái | c ù | r ấ t | nh ẹ | c ái | c ù | m ơ n | m a n | nh ư | ch iế c | l ô ng | g à | ph ớ t | qu a
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_071-099844-1.wav	hà nội cho phép học sinh tiểu học được nghỉ học khi thời tiết dưới mười độ	0.0	4.76975		h à | n ội | ch o | ph é p | h ọ c | s i nh | t iểu | h ọ c | đ ượ c | ngh ỉ | h ọ c | kh i | th ời | t iế t | d ưới | m ười | đ ộ
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa2_Jan4_Feb29_cleaned_utt_0000036079-1.wav	lích chúc mừng năm mới	0.0	2.89		l í ch | ch ú c | m ừ ng | n ă m | m ới
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000047817-2.wav	có thể di chuyển tối đa bao nhiêu ô cờ trong một nước đi năm sáu hay bẩy	0.0	7.83		c ó | th ể | d i | ch uyể n | t ối | đ a | b ao | nh iêu | ô | c ờ | tr o ng | m ộ t | n ướ c | đ i | n ă m | s áu | h ay | b ẩy
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_440-118793-1.wav	mục đích đảm bảo an ninh trật tự thì rõ là chúng ta đã làm mà được bao nhiêu đâu	0.0	5.5466875		m ụ c | đ í ch | đ ả m | b ảo | a n | n i nh | tr ậ t | t ự | th ì | r õ | l à | ch ú ng | t a | đ ã | l à m | m à | đ ượ c | b ao | nh iêu | đ âu
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK04/VIVOSSPK04_T005.wav	đường phố được trang trí lại rực vàng màu hoa mai	0.0	3.34375		đ ườ ng | ph ố | đ ượ c | tr a ng | tr í | l ại | r ự c | v à ng | m àu | h oa | m ai
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_029-101164-1.wav	và trong một lần xem phim tôi đã tặc lưỡi	0.0	3.6566875		v à | tr o ng | m ộ t | l ầ n | x e m | ph i m | t ôi | đ ã | t ặ c | l ưỡi
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_006605.wav	điều mà anh thích thú chính là cảm giác mạnh	0.0	4.104		đ iều | m à | a nh | th í ch | th ú | ch í nh | l à | c ả m | gi á c | m ạ nh
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/spkyut-20190730-utt000000416.wav	mua bán nhanh hy vọng với cách chiết xuất tinh dầu gừng đơn giản này bạn cũng có thể tự làm cho mình một lọ tinh dầu gừng nguyên chất để sử dụng	0.0	7.761		m ua | b á n | nh a nh | h y | v ọ ng | v ới | c á ch | ch iế t | x uấ t | t i nh | d ầu | g ừ ng | đ ơ n | gi ả n | n ày | b ạ n | c ũ ng | c ó | th ể | t ự | l à m | ch o | m ì nh | m ộ t | l ọ | t i nh | d ầu | g ừ ng | ng uyê n | ch ấ t | đ ể | s ử | d ụ ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa2_Jan4_Feb29_cleaned_utt_0000031115-1.wav	là những trường nào do đó mà những cái trường	0.0	3.22		l à | nh ữ ng | tr ườ ng | n ào | d o | đ ó | m à | nh ữ ng | c ái | tr ườ ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_010482.wav	hiện tất cả các chuyến tàu chạy trên tuyến đường ray đã bị hoãn	0.0	4.536		h iệ n | t ấ t | c ả | c á c | ch uyế n | t àu | ch ạy | tr ê n | t uyế n | đ ườ ng | r ay | đ ã | b ị | h õa n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_008324.wav	có khi nào chính công ty bán cổ phiếu  họ cố ý mua cổ phiếu	0.0	5.712		c ó | kh i | n ào | ch í nh | c ô ng | t y | b á n | c ổ | ph iếu | h ọ | c ố | ý | m ua | c ổ | ph iếu
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_007200.wav	vài bậc cha mẹ có thể cho rằng thật mất thời gian hay phiền phức khi phải nựng trẻ	0.0	5.976		v ài | b ậ c | ch a | m ẹ | c ó | th ể | ch o | r ằ ng | th ậ t | m ấ t | th ời | gi a n | h ay | ph iề n | ph ứ c | kh i | ph ải | n ự ng | tr ẻ
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa4_Mar17_toApril11_cleaned_utt_0000059383-2.wav	để có thể chạm đến được thành công	0.0	1.9		đ ể | c ó | th ể | ch ạ m | đ ế n | đ ượ c | th à nh | c ô ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/common_voice/cv-corpus-8.0-2022-01-19/vi/clips/common_voice_vi_24142075.wav	a lô anh xăm trai phải không ạ	0.0	4.86		a | l ô | a nh | x ă m | tr ai | ph ải | kh ô ng | ạ
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa3_1_150h_15Jan2020_cleaned_utt_0000042616-1.wav	mạnh mẽ hơn nhưng mà cũng phải có sự chia sẻ thứ hai nữa là đối với người trả lời chất vấn thì đại biểu quốc hội và cử tri	0.0	7.43		m ạ nh | m ẽ | h ơ n | nh ư ng | m à | c ũ ng | ph ải | c ó | s ự | ch ia | s ẻ | th ứ | h ai | n ữa | l à | đ ối | v ới | ng ười | tr ả | l ời | ch ấ t | v ấ n | th ì | đ ại | b iểu | qu ố c | h ội | v à | c ử | tr i
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000007586-1.wav	tôi từng là phi công máy bay chiến đấu tại việt nam và tôi nghĩ rằng nước mỹ vẫn còn nợ cộng đồng người mỹ gốc việt tại đây đầu tiên là bởi họ đã sát cánh với chúng ta trong cuộc chiến việt nam	0.0	10.76		t ôi | t ừ ng | l à | ph i | c ô ng | m áy | b ay | ch iế n | đ ấu | t ại | v iệ t | n a m | v à | t ôi | ngh ĩ | r ằ ng | n ướ c | m ỹ | v ẫ n | c ò n | n ợ | c ộ ng | đ ồ ng | ng ười | m ỹ | g ố c | v iệ t | t ại | đ ây | đ ầu | t iê n | l à | b ởi | h ọ | đ ã | s á t | c á nh | v ới | ch ú ng | t a | tr o ng | c uộ c | ch iế n | v iệ t | n a m
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa3_Jan21_Apr24_cleaned_utt_0000074471-1.wav	của tổng thống troăm được cho là đang điều tra toán công tố viên của bệnh lý đặc biệt rô bớt lê vơ để tìm những phương cách nhằm hạ uy tín của cuộc điều tra đang được tiến hành liên quan tới nước nga	0.0	9.52		c ủa | t ổ ng | th ố ng | tr oă m | đ ượ c | ch o | l à | đ a ng | đ iều | tr a | t óa n | c ô ng | t ố | v iê n | c ủa | b ệ nh | l ý | đ ặ c | b iệ t | r ô | b ớ t | l ê | v ơ | đ ể | t ì m | nh ữ ng | ph ươ ng | c á ch | nh ằ m | h ạ | uy | t í n | c ủa | c uộ c | đ iều | tr a | đ a ng | đ ượ c | t iế n | h à nh | l iê n | qu a n | t ới | n ướ c | ng a
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa4_Mar17_toApril11_cleaned_utt_0000033705-1.wav	thờ nó như thờ thánh nữ	0.0	1.65		th ờ | n ó | nh ư | th ờ | th á nh | n ữ
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_013964.wav	nhà đầu tư ồ ạt bán tháo cổ phiếu	0.0	2.328		nh à | đ ầu | t ư | ồ | ạ t | b á n | th áo | c ổ | ph iếu
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/speaker_567-048475-1.wav	tất nhiên đó là do sự yêu thích của mình đối với ngành học này	0.0	3.6493125		t ấ t | nh iê n | đ ó | l à | d o | s ự | yêu | th í ch | c ủa | m ì nh | đ ối | v ới | ng à nh | h ọ c | n ày
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_009184.wav	thực sự suốt thời gian qua tôi chẳng làm gì được 	0.0	3.6		th ự c | s ự | s uố t | th ời | gi a n | qu a | t ôi | ch ẳ ng | l à m | gì | đ ượ c
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_007120.wav	tôi sẽ ăn sô chô cô lét nóng	0.0	1.704		t ôi | s ẽ | ă n | s ô | ch ô | c ô | l é t | n ó ng
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa4_Mar17_toApril11_cleaned_utt_0000084378-1.wav	và cà rốt thì bạn biết gì về nó	0.0	1.67		v à | c à | r ố t | th ì | b ạ n | b iế t | gì | v ề | n ó
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK31/VIVOSSPK31_155.wav	người trung quốc có câu con người không thể bị người khác làm ngã người làm ngã chỉ có thể là chính mình	0.0	6.9375		ng ười | tr u ng | qu ố c | c ó | c âu | c o n | ng ười | kh ô ng | th ể | b ị | ng ười | kh á c | l à m | ng ã | ng ười | l à m | ng ã | ch ỉ | c ó | th ể | l à | ch í nh | m ì nh
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa2_Feb29_Mar06_Mar17_toApril06_cleaned_utt_0000229956-1.wav	dạ có ạ	0.0	0.92		d ạ | c ó | ạ
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK44/VIVOSSPK44_072.wav	phí nhiều giấy tờ và nước bọt để bàn cãi trong thời gian qua	0.0	3.499375		ph í | nh iều | gi ấy | t ờ | v à | n ướ c | b ọ t | đ ể | b à n | c ãi | tr o ng | th ời | gi a n | qu a
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set002_V0.1_002692.wav	khi bị nuốt tiền nuốt thẻ khách hàng đều không có bằng chứng trong tay 	0.0	4.392		kh i | b ị | n uố t | t iề n | n uố t | th ẻ | kh á ch | h à ng | đ ều | kh ô ng | c ó | b ằ ng | ch ứ ng | tr o ng | t ay
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK14/VIVOSSPK14_271.wav	từ đó cuộc đời tôi thay đổi	0.0	3.1875		t ừ | đ ó | c uộ c | đ ời | t ôi | th ay | đ ổi
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_009504.wav	phiếu tính tiền có sai sót	0.0	1.416		ph iếu | t í nh | t iề n | c ó | s ai | s ó t
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vin_keyword_set/vlsp2020_train_set_02/database_sa3_Jan21_Apr24_cleaned_utt_0000104300-1.wav	chiếm tỷ lệ trên bốn mươi bảy phần trăm so với tổng số loài sa nhân tìm thấy tại việt nam tất cả các loài chi sa nhân đều có khả năng cho tinh dầu nhóm cây dùng làm thuốc năm loài chiếm năm mươi phần trăm nhóm cây dùng làm gia vị ba loài chiếm ba mươi phần trăm	0.0	13.44		ch iế m | t ỷ | l ệ | tr ê n | b ố n | m ươi | b ảy | ph ầ n | tr ă m | s o | v ới | t ổ ng | s ố | l oài | s a | nh â n | t ì m | th ấy | t ại | v iệ t | n a m | t ấ t | c ả | c á c | l oài | ch i | s a | nh â n | đ ều | c ó | kh ả | n ă ng | ch o | t i nh | d ầu | nh ó m | c ây | d ù ng | l à m | th uố c | n ă m | l oài | ch iế m | n ă m | m ươi | ph ầ n | tr ă m | nh ó m | c ây | d ù ng | l à m | gi a | v ị | b a | l oài | ch iế m | b a | m ươi | ph ầ n | tr ă m
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/vivos/train/waves/VIVOSSPK46/VIVOSSPK46_158.wav	công việc cũng tạm ổn nhưng trong tay không có tấm bằng phòng thân	0.0	4.624375		c ô ng | v iệ c | c ũ ng | t ạ m | ổ n | nh ư ng | tr o ng | t ay | kh ô ng | c ó | t ấ m | b ằ ng | ph ò ng | th â n
/workspace/data/voice_recognition/keyword_detection/data_public_s2t_new/fpt_public_dataset/wav/FPTOpenSpeechData_Set001_V0.1_005438.wav	da càng nhợt nhạt thì màu son đỏ sẽ càng lộ	0.0	3.648		d a | c à ng | nh ợ t | nh ạ t | th ì | m àu | s o n | đ ỏ | s ẽ | c à ng | l ộ
